sci_name,animal,toxic
Crossandra species,dog,FALSE
Crossandra species,horse,FALSE
Arum maculatum,cat,TRUE
Arum maculatum,dog,TRUE
Arum maculatum,horse,TRUE
Cucumis sativa,cat,FALSE
Cucumis sativa,dog,FALSE
Cucumis sativa,horse,FALSE
Selaginella kraussiana,cat,FALSE
Selaginella kraussiana,dog,FALSE
Selaginella kraussiana,horse,FALSE
Aloe retusa,cat,FALSE
Aloe retusa,dog,FALSE
Aloe retusa,horse,FALSE
Monstera deliciosa,cat,TRUE
Monstera deliciosa,dog,TRUE
Monstera deliciosa,horse,TRUE
Cycas and Zamia species,cat,TRUE
Cycas and Zamia species,dog,TRUE
Cycas and Zamia species,horse,TRUE
Cyclamen spp,cat,TRUE
Cyclamen spp,dog,TRUE
Cyclamen spp,horse,TRUE
Episcia reptans,cat,FALSE
Episcia reptans,dog,FALSE
Episcia reptans,horse,TRUE
Narcissus spp,cat,TRUE
Narcissus spp,dog,TRUE
Narcissus spp,horse,TRUE
Dahlia species,cat,TRUE
Dahlia species,dog,TRUE
Dahlia species,horse,TRUE
Davallia fejeensis,cat,FALSE
Davallia fejeensis,dog,FALSE
Davallia fejeensis,horse,FALSE
Chrysanthemum species,cat,TRUE
Chrysanthemum species,dog,TRUE
Chrysanthemum species,horse,TRUE
Nephrolepis biserrata,cat,FALSE
Nephrolepis biserrata,dog,FALSE
Nephrolepis biserrata,horse,FALSE
Oncidium flexuosum,cat,FALSE
Oncidium flexuosum,dog,FALSE
Oncidium flexuosum,horse,TRUE
Hemerocallis spp.,cat,TRUE
Hemerocallis spp.,dog,FALSE
Hemerocallis spp.,horse,TRUE
Solanum spp,cat,TRUE
Solanum spp,dog,TRUE
Solanum spp,horse,TRUE
Adenium obesum,cat,TRUE
Adenium obesum,dog,TRUE
Adenium obesum,horse,TRUE
Adenium obesum,cat,TRUE
Adenium obesum,dog,TRUE
Adenium obesum,horse,TRUE
Eriogonium inflatum,cat,FALSE
Eriogonium inflatum,dog,FALSE
Eriogonium inflatum,horse,FALSE
Kalanchoe tubiflora,cat,TRUE
Kalanchoe tubiflora,dog,TRUE
Kalanchoe tubiflora,horse,TRUE
Epipremnum aureum,cat,TRUE
Epipremnum aureum,dog,TRUE
Epipremnum aureum,horse,TRUE
Dichelostemma species,cat,FALSE
Dichelostemma species,dog,FALSE
Dichelostemma species,horse,FALSE
Dichorisandra reginae,cat,FALSE
Dichorisandra reginae,dog,FALSE
Dichorisandra reginae,horse,TRUE
Dieffenbachia,cat,TRUE
Dieffenbachia,dog,TRUE
Dieffenbachia,horse,TRUE
Dinteranthus,cat,FALSE
Dinteranthus,dog,FALSE
Dinteranthus,horse,TRUE
Rumex sp.,cat,TRUE
Rumex sp.,dog,TRUE
Rumex sp.,horse,TRUE
Achillea millefolium,cat,TRUE
Achillea millefolium,dog,TRUE
Achillea millefolium,horse,TRUE
Leucothoe sp.,cat,TRUE
Leucothoe sp.,dog,TRUE
Leucothoe sp.,horse,TRUE
Apocynum,cat,TRUE
Apocynum,dog,TRUE
Apocynum,horse,TRUE
Dracaena spp.,cat,TRUE
Dracaena spp.,dog,TRUE
Dracaena spp.,horse,TRUE
Nephrolepsis cordifolia 'duffii',cat,FALSE
Nephrolepsis cordifolia 'duffii',dog,FALSE
Nephrolepsis cordifolia 'duffii',horse,TRUE
Dieffenbachia,cat,TRUE
Dieffenbachia,dog,TRUE
Dieffenbachia,horse,TRUE
Phoenix acaulis,cat,FALSE
Phoenix acaulis,dog,FALSE
Phoenix acaulis,horse,TRUE
Nephrolepis exaltata,cat,FALSE
Nephrolepis exaltata,dog,FALSE
Nephrolepis exaltata,horse,TRUE
Chamaedorea elegans,cat,FALSE
Chamaedorea elegans,dog,FALSE
Chamaedorea elegans,horse,TRUE
Caesalpinia pulcherrima,cat,TRUE
Caesalpinia pulcherrima,dog,TRUE
Caesalpinia pulcherrima,horse,TRUE
Cryptanthus bivattus minor,cat,FALSE
Cryptanthus bivattus minor,dog,FALSE
Cryptanthus bivattus minor,horse,TRUE
Veitchia merillii,cat,FALSE
Veitchia merillii,dog,FALSE
Veitchia merillii,horse,TRUE
Nephrolepsis cordifolia plumosa,cat,FALSE
Nephrolepsis cordifolia plumosa,dog,FALSE
Nephrolepsis cordifolia plumosa,horse,TRUE
Cryptanthus bivattus minor,cat,FALSE
Cryptanthus bivattus minor,dog,FALSE
Cryptanthus bivattus minor,horse,TRUE
Cattleya mossiae,cat,FALSE
Cattleya mossiae,dog,FALSE
Cattleya mossiae,horse,TRUE
Townsendia sevicea,cat,FALSE
Townsendia sevicea,dog,FALSE
Townsendia sevicea,horse,FALSE
Lilium longiflorum,cat,TRUE
Lilium longiflorum,dog,FALSE
Lilium longiflorum,horse,FALSE
Echinopsis multiplex,cat,FALSE
Echinopsis multiplex,dog,FALSE
Echinopsis multiplex,horse,TRUE
Cattleya mossiae,cat,FALSE
Cattleya mossiae,dog,FALSE
Cattleya mossiae,horse,TRUE
Helleborus niger,cat,TRUE
Helleborus niger,dog,TRUE
Helleborus niger,horse,TRUE
Dianthus,cat,TRUE
Dianthus,dog,TRUE
Dianthus,horse,TRUE
Musa acuminata,cat,FALSE
Musa acuminata,dog,FALSE
Musa acuminata,horse,FALSE
Caladium hortulanum,cat,TRUE
Caladium hortulanum,dog,TRUE
Caladium hortulanum,horse,TRUE
Colocasia esculenta,cat,TRUE
Colocasia esculenta,dog,TRUE
Colocasia esculenta,horse,TRUE
Begonia scharfii,cat,FALSE
Begonia scharfii,dog,FALSE
Begonia scharfii,horse,TRUE
Asparagus densiflorus,cat,TRUE
Asparagus densiflorus,dog,TRUE
Asparagus densiflorus,horse,TRUE
Peperomia caperata,cat,FALSE
Peperomia caperata,dog,FALSE
Peperomia caperata,horse,TRUE
Crataegus laevigata,cat,FALSE
Crataegus laevigata,dog,FALSE
Crataegus laevigata,horse,FALSE
Ilex aquifolium,cat,TRUE
Ilex aquifolium,dog,TRUE
Ilex aquifolium,horse,TRUE
Hedera helix,cat,TRUE
Hedera helix,dog,TRUE
Hedera helix,horse,TRUE
Taxus baccata,cat,TRUE
Taxus baccata,dog,TRUE
Taxus baccata,horse,TRUE
Episcia dianthiflora,cat,FALSE
Episcia dianthiflora,dog,FALSE
Episcia dianthiflora,horse,TRUE
Eucalyptus species,cat,TRUE
Eucalyptus species,dog,TRUE
Eucalyptus species,horse,TRUE
Solanum dulcamara,cat,TRUE
Solanum dulcamara,dog,TRUE
Solanum dulcamara,horse,TRUE
Ilex aquifolium,cat,TRUE
Ilex aquifolium,dog,TRUE
Ilex aquifolium,horse,TRUE
Lathyrus latifolius,cat,TRUE
Lathyrus latifolius,dog,TRUE
Lathyrus latifolius,horse,TRUE
Dieffenbachia amoena,cat,TRUE
Dieffenbachia amoena,dog,TRUE
Dieffenbachia amoena,horse,TRUE
Celosia cristata,cat,FALSE
Celosia cristata,dog,FALSE
Celosia cristata,horse,TRUE
Dizygotheca elegantissima,cat,FALSE
Dizygotheca elegantissima,dog,FALSE
Dizygotheca elegantissima,horse,TRUE
Celastrus scandens,cat,TRUE
Celastrus scandens,dog,TRUE
Celastrus scandens,horse,TRUE
Ammi majus,cat,TRUE
Ammi majus,dog,TRUE
Ammi majus,horse,TRUE
Rhapis flabelliformis,cat,FALSE
Rhapis flabelliformis,dog,FALSE
Rhapis flabelliformis,horse,TRUE
Ambrosia mexicana,cat,TRUE
Ambrosia mexicana,dog,TRUE
Ambrosia mexicana,horse,TRUE
Nephrolepis exaltata,cat,FALSE
Nephrolepis exaltata,dog,FALSE
Nephrolepis exaltata,horse,TRUE
Cycas species,cat,TRUE
Cycas species,dog,TRUE
Cycas species,horse,TRUE
Leucothoe sp.,cat,TRUE
Leucothoe sp.,dog,TRUE
Leucothoe sp.,horse,TRUE
Lyonia sp.,cat,TRUE
Lyonia sp.,dog,TRUE
Lyonia sp.,horse,TRUE
Philodendron bipennifolium,cat,TRUE
Philodendron bipennifolium,dog,TRUE
Philodendron bipennifolium,horse,TRUE
Amsinckia species,cat,TRUE
Amsinckia species,dog,TRUE
Amsinckia species,horse,TRUE
Equisetum arvense,cat,TRUE
Equisetum arvense,dog,TRUE
Equisetum arvense,horse,TRUE
Thlaspi arvense,cat,TRUE
Thlaspi arvense,dog,TRUE
Thlaspi arvense,horse,TRUE
Epidendrum ibaguense,cat,FALSE
Epidendrum ibaguense,dog,FALSE
Epidendrum ibaguense,horse,TRUE
Ficus benjamina,cat,TRUE
Ficus benjamina,dog,TRUE
Ficus benjamina,horse,TRUE
Cucurbita ficifolia,cat,FALSE
Cucurbita ficifolia,dog,FALSE
Cucurbita ficifolia,horse,FALSE
Fatsia japonica,cat,FALSE
Fatsia japonica,dog,FALSE
Fatsia japonica,horse,FALSE
Ranunculus acris,cat,TRUE
Ranunculus acris,dog,TRUE
Ranunculus acris,horse,TRUE
Neoregelia spectabilis,cat,FALSE
Neoregelia spectabilis,dog,FALSE
Neoregelia spectabilis,horse,TRUE
Hippeastrum spp.,cat,TRUE
Hippeastrum spp.,dog,TRUE
Hippeastrum spp.,horse,TRUE
Epilobium angustifolium,cat,FALSE
Epilobium angustifolium,dog,FALSE
Epilobium angustifolium,horse,FALSE
Cyrtomium falcatum,cat,FALSE
Cyrtomium falcatum,dog,FALSE
Cyrtomium falcatum,horse,TRUE
Iris species,cat,TRUE
Iris species,dog,TRUE
Iris species,horse,TRUE
Episcia reptans,cat,FALSE
Episcia reptans,dog,FALSE
Episcia reptans,horse,TRUE
Ixora coccinea,cat,FALSE
Ixora coccinea,dog,FALSE
Ixora coccinea,horse,TRUE
Anthurium scherzeranum,cat,TRUE
Anthurium scherzeranum,dog,TRUE
Anthurium scherzeranum,horse,TRUE
Erigeron speciosus,cat,TRUE
Erigeron speciosus,dog,TRUE
Erigeron speciosus,horse,TRUE
Dracaena surculosa,cat,TRUE
Dracaena surculosa,dog,TRUE
Dracaena surculosa,horse,TRUE
Epidendrum tampense,cat,FALSE
Epidendrum tampense,dog,FALSE
Epidendrum tampense,horse,TRUE
Encyclia tampensis,cat,FALSE
Encyclia tampensis,dog,FALSE
Encyclia tampensis,horse,TRUE
Zantedeschia aethiopica,cat,TRUE
Zantedeschia aethiopica,dog,TRUE
Zantedeschia aethiopica,horse,TRUE
Nephrolepsis exalta,cat,FALSE
Nephrolepsis exalta,dog,FALSE
Nephrolepsis exalta,horse,TRUE
Howea forsteriana,cat,FALSE
Howea forsteriana,dog,FALSE
Howea forsteriana,horse,TRUE
Trachycarpus fortunei,cat,FALSE
Trachycarpus fortunei,dog,FALSE
Trachycarpus fortunei,horse,FALSE
Digitalis purpurea,cat,TRUE
Digitalis purpurea,dog,TRUE
Digitalis purpurea,horse,TRUE
Brunfelsia species,cat,TRUE
Brunfelsia species,dog,TRUE
Brunfelsia species,horse,TRUE
Hypoestes phyllostachya,cat,FALSE
Hypoestes phyllostachya,dog,FALSE
Hypoestes phyllostachya,horse,FALSE
Pilea involucrata,cat,FALSE
Pilea involucrata,dog,FALSE
Pilea involucrata,horse,TRUE
Zantedeschia aethiopica,cat,TRUE
Zantedeschia aethiopica,dog,TRUE
Zantedeschia aethiopica,horse,TRUE
Anthemis nobilis,cat,TRUE
Anthemis nobilis,dog,TRUE
Anthemis nobilis,horse,TRUE
Hyacinthus orientalis,cat,TRUE
Hyacinthus orientalis,dog,TRUE
Hyacinthus orientalis,horse,TRUE
Calendula officinalis,cat,FALSE
Calendula officinalis,dog,FALSE
Calendula officinalis,horse,TRUE
Antirrhinum majus,cat,FALSE
Antirrhinum majus,dog,FALSE
Antirrhinum majus,horse,TRUE
Gardenia jasminoides,cat,TRUE
Gardenia jasminoides,dog,TRUE
Gardenia jasminoides,horse,TRUE
Allium sativum,cat,TRUE
Allium sativum,dog,TRUE
Allium sativum,horse,TRUE
Pelargonium species,cat,TRUE
Pelargonium species,dog,TRUE
Pelargonium species,horse,TRUE
Polyscias guilfoylei,cat,TRUE
Polyscias guilfoylei,dog,TRUE
Polyscias guilfoylei,horse,TRUE
Gerbera jamesonii,cat,FALSE
Gerbera jamesonii,dog,FALSE
Gerbera jamesonii,horse,FALSE
Exacum affine,cat,FALSE
Exacum affine,dog,FALSE
Exacum affine,horse,TRUE
Cucumis sativus,cat,FALSE
Cucumis sativus,dog,FALSE
Cucumis sativus,horse,FALSE
Polyrrhiza lindenii,cat,FALSE
Polyrrhiza lindenii,dog,FALSE
Polyrrhiza lindenii,horse,TRUE
Secum weinbergii,cat,FALSE
Secum weinbergii,dog,FALSE
Secum weinbergii,horse,TRUE
Townsendia sericea,cat,FALSE
Townsendia sericea,dog,FALSE
Townsendia sericea,horse,FALSE
Cordyline australis,cat,TRUE
Cordyline australis,dog,TRUE
Cordyline australis,horse,TRUE
Dieffenbachia amoena,cat,TRUE
Dieffenbachia amoena,dog,TRUE
Dieffenbachia amoena,horse,TRUE
Heracleum maximum,cat,TRUE
Heracleum maximum,dog,TRUE
Heracleum maximum,horse,TRUE
Ploystichum munitum,cat,FALSE
Ploystichum munitum,dog,FALSE
Ploystichum munitum,horse,FALSE
Impatiens spp.,cat,FALSE
Impatiens spp.,dog,FALSE
Impatiens spp.,horse,TRUE
Albiflora,cat,FALSE
Albiflora,dog,FALSE
Albiflora,horse,FALSE
Tradescantia multiflora,cat,FALSE
Tradescantia multiflora,dog,FALSE
Tradescantia multiflora,horse,TRUE
Hedera helix,cat,TRUE
Hedera helix,dog,TRUE
Hedera helix,horse,TRUE
Gladiolus species,cat,TRUE
Gladiolus species,dog,TRUE
Gladiolus species,horse,TRUE
Echinops,cat,FALSE
Echinops,dog,FALSE
Echinops,horse,FALSE
Gloriosa superba,cat,TRUE
Gloriosa superba,dog,TRUE
Gloriosa superba,horse,TRUE
Sinningia speciosa,cat,FALSE
Sinningia speciosa,dog,FALSE
Sinningia speciosa,horse,FALSE
Hypericum perforatum,cat,TRUE
Hypericum perforatum,dog,TRUE
Hypericum perforatum,horse,TRUE
Calendula officinalis,cat,FALSE
Calendula officinalis,dog,FALSE
Calendula officinalis,horse,TRUE
Dieffenbachia picta,cat,TRUE
Dieffenbachia picta,dog,TRUE
Dieffenbachia picta,horse,TRUE
Dracaena surculosa,cat,TRUE
Dracaena surculosa,dog,TRUE
Dracaena surculosa,horse,TRUE
Hypocyrta nummularia,cat,FALSE
Hypocyrta nummularia,dog,FALSE
Hypocyrta nummularia,horse,TRUE
Oleaceae,cat,FALSE
Oleaceae,dog,FALSE
Oleaceae,horse,TRUE
Sansevieria trifasciata,cat,TRUE
Sansevieria trifasciata,dog,TRUE
Sansevieria trifasciata,horse,TRUE
Dypsis lutescens,cat,FALSE
Dypsis lutescens,dog,FALSE
Dypsis lutescens,horse,TRUE
Haemaria discolor,cat,FALSE
Haemaria discolor,dog,FALSE
Haemaria discolor,horse,TRUE
Epipremnum aureum,cat,TRUE
Epipremnum aureum,dog,TRUE
Epipremnum aureum,horse,TRUE
Senecio species,cat,TRUE
Senecio species,dog,TRUE
Senecio species,horse,TRUE
Oncidium sphacelatum,cat,FALSE
Oncidium sphacelatum,dog,FALSE
Oncidium sphacelatum,horse,TRUE
Chamaedorea elegans,cat,FALSE
Chamaedorea elegans,dog,FALSE
Chamaedorea elegans,horse,TRUE
Oxalis spp.,cat,TRUE
Oxalis spp.,dog,TRUE
Oxalis spp.,horse,TRUE
Muscari armeniacum,cat,FALSE
Muscari armeniacum,dog,FALSE
Muscari armeniacum,horse,TRUE
Cissus rhombifolia,cat,FALSE
Cissus rhombifolia,dog,FALSE
Cissus rhombifolia,horse,FALSE
Citrus paradisii,cat,TRUE
Citrus paradisii,dog,TRUE
Citrus paradisii,horse,TRUE
Cordyline australis,cat,TRUE
Cordyline australis,dog,TRUE
Cordyline australis,horse,TRUE
Epilobium angustifolium,cat,FALSE
Epilobium angustifolium,dog,FALSE
Epilobium angustifolium,horse,FALSE
Ammi majus,cat,TRUE
Ammi majus,dog,TRUE
Ammi majus,horse,TRUE
Syngonium podophyllum,cat,TRUE
Syngonium podophyllum,dog,TRUE
Syngonium podophyllum,horse,TRUE
Peperomia caperata,cat,FALSE
Peperomia caperata,dog,FALSE
Peperomia caperata,horse,TRUE
Smilax glabra,cat,FALSE
Smilax glabra,dog,FALSE
Smilax glabra,horse,FALSE
Anthemis nobilis,cat,TRUE
Anthemis nobilis,dog,TRUE
Anthemis nobilis,horse,TRUE
Senecio species,cat,TRUE
Senecio species,dog,TRUE
Senecio species,horse,TRUE
Smilax hispida,cat,FALSE
Smilax hispida,dog,FALSE
Smilax hispida,horse,FALSE
Hedera helix,cat,TRUE
Hedera helix,dog,TRUE
Hedera helix,horse,TRUE
Sedum album,cat,FALSE
Sedum album,dog,FALSE
Sedum album,horse,TRUE
Incarvillea,cat,FALSE
Incarvillea,dog,FALSE
Incarvillea,horse,TRUE
Davallia spp.,cat,FALSE
Davallia spp.,dog,FALSE
Davallia spp.,horse,TRUE
Cannabis sativa,cat,TRUE
Cannabis sativa,dog,TRUE
Cannabis sativa,horse,TRUE
Giant Dracaena,cat,TRUE
Giant Dracaena,dog,TRUE
Giant Dracaena,horse,TRUE
Haworthia species,cat,FALSE
Haworthia species,dog,FALSE
Haworthia species,horse,TRUE
Crataegus species,cat,FALSE
Crataegus species,dog,FALSE
Crataegus species,horse,FALSE
Crataegus species,cat,FALSE
Crataegus species,dog,FALSE
Crataegus species,horse,FALSE
Crataegus species,cat,FALSE
Crataegus species,dog,FALSE
Crataegus species,horse,FALSE
Philodendron bipennifolium,cat,TRUE
Philodendron bipennifolium,dog,TRUE
Philodendron bipennifolium,horse,TRUE
Nandina domestica,cat,TRUE
Nandina domestica,dog,TRUE
Nandina domestica,horse,TRUE
Cucumis dipsaceus,cat,FALSE
Cucumis dipsaceus,dog,FALSE
Cucumis dipsaceus,horse,FALSE
Heliotropium species,cat,TRUE
Heliotropium species,dog,TRUE
Heliotropium species,horse,TRUE
Helleborus niger,cat,TRUE
Helleborus niger,dog,TRUE
Helleborus niger,horse,TRUE
Smilax hispida,cat,FALSE
Smilax hispida,dog,FALSE
Smilax hispida,horse,FALSE
Tsuga species,cat,FALSE
Tsuga species,dog,FALSE
Tsuga species,horse,FALSE
Asplenium bulbiferum,cat,FALSE
Asplenium bulbiferum,dog,FALSE
Asplenium bulbiferum,horse,TRUE
Echeveria elegans,cat,FALSE
Echeveria elegans,dog,FALSE
Echeveria elegans,horse,FALSE
Aralia spinosa,cat,TRUE
Aralia spinosa,dog,TRUE
Aralia spinosa,horse,TRUE
Hibiscus syriacus,cat,TRUE
Hibiscus syriacus,dog,TRUE
Hibiscus syriacus,horse,TRUE
Hydrangea arborescens,cat,TRUE
Hydrangea arborescens,dog,TRUE
Hydrangea arborescens,horse,TRUE
Hoya carnosa 'krinkle kurl',cat,FALSE
Hoya carnosa 'krinkle kurl',dog,FALSE
Hoya carnosa 'krinkle kurl',horse,TRUE
Berteroa incana,cat,TRUE
Berteroa incana,dog,TRUE
Berteroa incana,horse,TRUE
Calendula officinalis,cat,FALSE
Calendula officinalis,dog,FALSE
Calendula officinalis,horse,TRUE
Ilex opaca,cat,TRUE
Ilex opaca,dog,TRUE
Ilex opaca,horse,TRUE
Cyrtomium falcatum,cat,FALSE
Cyrtomium falcatum,dog,FALSE
Cyrtomium falcatum,horse,TRUE
Althea rosea,cat,FALSE
Althea rosea,dog,FALSE
Althea rosea,horse,FALSE
Gleditsia triacanthos,cat,FALSE
Gleditsia triacanthos,dog,FALSE
Gleditsia triacanthos,horse,FALSE
Hoya carnosa,cat,FALSE
Hoya carnosa,dog,FALSE
Hoya carnosa,horse,TRUE
Cucumis melo,cat,FALSE
Cucumis melo,dog,FALSE
Cucumis melo,horse,FALSE
Fuchsia triphylla,cat,FALSE
Fuchsia triphylla,dog,FALSE
Fuchsia triphylla,horse,FALSE
Dichelostemma pulchellum,cat,FALSE
Dichelostemma pulchellum,dog,FALSE
Dichelostemma pulchellum,horse,FALSE
Humulus lupulus,cat,TRUE
Humulus lupulus,dog,TRUE
Humulus lupulus,horse,TRUE
Aesculus glabra,cat,TRUE
Aesculus glabra,dog,TRUE
Aesculus glabra,horse,TRUE
Philodendron bipennifolium,cat,TRUE
Philodendron bipennifolium,dog,TRUE
Philodendron bipennifolium,horse,TRUE
Erigeron speciosus,cat,TRUE
Erigeron speciosus,dog,TRUE
Erigeron speciosus,horse,TRUE
Hydrangea arborescens,cat,TRUE
Hydrangea arborescens,dog,TRUE
Hydrangea arborescens,horse,TRUE
Hosta plataginea,cat,TRUE
Hosta plataginea,dog,TRUE
Hosta plataginea,horse,TRUE
Cynoglossum amabile,cat,TRUE
Cynoglossum amabile,dog,TRUE
Cynoglossum amabile,horse,TRUE
Araucaria heterophylla,cat,TRUE
Araucaria heterophylla,dog,TRUE
Araucaria heterophylla,horse,TRUE
Cucurbita maxima var. hubbard,cat,FALSE
Cucurbita maxima var. hubbard,dog,FALSE
Cucurbita maxima var. hubbard,horse,FALSE
Monstera deliciosa,cat,TRUE
Monstera deliciosa,dog,TRUE
Monstera deliciosa,horse,TRUE
Hyacinthus orientalis,cat,TRUE
Hyacinthus orientalis,dog,TRUE
Hyacinthus orientalis,horse,TRUE
Hydrangea arborescens,cat,TRUE
Hydrangea arborescens,dog,TRUE
Hydrangea arborescens,horse,TRUE
Hypocyrta nummularia,cat,FALSE
Hypocyrta nummularia,dog,FALSE
Hypocyrta nummularia,horse,TRUE
Lampranthus piquet,cat,FALSE
Lampranthus piquet,dog,FALSE
Lampranthus piquet,horse,TRUE
Adenium obesum,cat,TRUE
Adenium obesum,dog,TRUE
Adenium obesum,horse,TRUE
Impatiens spp.,cat,FALSE
Impatiens spp.,dog,FALSE
Impatiens spp.,horse,TRUE
Podophyllum peltatum,cat,TRUE
Podophyllum peltatum,dog,TRUE
Podophyllum peltatum,horse,TRUE
Coleus ampoinicus,cat,TRUE
Coleus ampoinicus,dog,TRUE
Coleus ampoinicus,horse,TRUE
Apocynum androsaemifolium,cat,TRUE
Apocynum androsaemifolium,dog,TRUE
Apocynum androsaemifolium,horse,TRUE
Cannabis sativa,cat,TRUE
Cannabis sativa,dog,TRUE
Cannabis sativa,horse,TRUE
Lobelia cardinalis,cat,TRUE
Lobelia cardinalis,dog,TRUE
Lobelia cardinalis,horse,TRUE
Ficus benjamina,cat,TRUE
Ficus benjamina,dog,TRUE
Ficus benjamina,horse,TRUE
Ilex opaca,cat,TRUE
Ilex opaca,dog,TRUE
Ilex opaca,horse,TRUE
Iris species,cat,TRUE
Iris species,dog,TRUE
Iris species,horse,TRUE
Selaginella kraussiana,cat,FALSE
Selaginella kraussiana,dog,FALSE
Selaginella kraussiana,horse,FALSE
Begonia masoniana,cat,FALSE
Begonia masoniana,dog,FALSE
Begonia masoniana,horse,TRUE
Ixora coccinea,cat,FALSE
Ixora coccinea,dog,FALSE
Ixora coccinea,horse,TRUE
Epipremnum aureum,cat,TRUE
Epipremnum aureum,dog,TRUE
Epipremnum aureum,horse,TRUE
Peperomia griseoargentea,cat,FALSE
Peperomia griseoargentea,dog,FALSE
Peperomia griseoargentea,horse,TRUE
Arisaema triphyllum,cat,TRUE
Arisaema triphyllum,dog,TRUE
Arisaema triphyllum,horse,TRUE
Smilax lanceolata,cat,FALSE
Smilax lanceolata,dog,FALSE
Smilax lanceolata,horse,FALSE
Smilax herbacea,cat,FALSE
Smilax herbacea,dog,FALSE
Smilax herbacea,horse,FALSE
Crassula argentea,cat,TRUE
Crassula argentea,dog,TRUE
Crassula argentea,horse,TRUE
Fatsia japonica,cat,FALSE
Fatsia japonica,dog,FALSE
Fatsia japonica,horse,FALSE
Cyrtomium falcatum,cat,FALSE
Cyrtomium falcatum,dog,FALSE
Cyrtomium falcatum,horse,TRUE
Selaginella kraussiana,cat,FALSE
Selaginella kraussiana,dog,FALSE
Selaginella kraussiana,horse,FALSE
Pittosporum tobira,cat,FALSE
Pittosporum tobira,dog,FALSE
Pittosporum tobira,horse,FALSE
Lilium speciosum,cat,TRUE
Lilium speciosum,dog,FALSE
Lilium speciosum,horse,FALSE
Taxus sp.,cat,TRUE
Taxus sp.,dog,TRUE
Taxus sp.,horse,TRUE
Jasminium species,cat,FALSE
Jasminium species,dog,FALSE
Jasminium species,horse,FALSE
Solanum pseudocapsicum,cat,TRUE
Solanum pseudocapsicum,dog,TRUE
Solanum pseudocapsicum,horse,TRUE
Ambrosia mexicana,cat,TRUE
Ambrosia mexicana,dog,TRUE
Ambrosia mexicana,horse,TRUE
Haemaria discolor,cat,FALSE
Haemaria discolor,dog,FALSE
Haemaria discolor,horse,TRUE
Haplopappus heterophyllus,cat,TRUE
Haplopappus heterophyllus,dog,TRUE
Haplopappus heterophyllus,horse,TRUE
Narcissus jonquilla,cat,TRUE
Narcissus jonquilla,dog,TRUE
Narcissus jonquilla,horse,TRUE
Iresine herbstii,cat,FALSE
Iresine herbstii,dog,FALSE
Iresine herbstii,horse,TRUE
Ixora javanica,cat,FALSE
Ixora javanica,dog,FALSE
Ixora javanica,horse,TRUE
Kaempferia,cat,FALSE
Kaempferia,dog,FALSE
Kaempferia,horse,FALSE
Clivia minata,cat,TRUE
Clivia minata,dog,TRUE
Clivia minata,horse,TRUE
Hedychium gardnerianum,cat,FALSE
Hedychium gardnerianum,dog,FALSE
Hedychium gardnerianum,horse,FALSE
Kalanchoe spp,cat,TRUE
Kalanchoe spp,dog,TRUE
Kalanchoe spp,horse,TRUE
Cymbalaria muralis,cat,FALSE
Cymbalaria muralis,dog,FALSE
Cymbalaria muralis,horse,TRUE
Howea forsteriana,cat,FALSE
Howea forsteriana,dog,FALSE
Howea forsteriana,horse,TRUE
Santpaulia confusa,cat,FALSE
Santpaulia confusa,dog,FALSE
Santpaulia confusa,horse,TRUE
Ceratonia siliqua,cat,FALSE
Ceratonia siliqua,dog,FALSE
Ceratonia siliqua,horse,FALSE
Asplenium bulbiferum,cat,FALSE
Asplenium bulbiferum,dog,FALSE
Asplenium bulbiferum,horse,TRUE
Carya laciniosa,cat,FALSE
Carya laciniosa,dog,FALSE
Carya laciniosa,horse,FALSE
Anoectuchilus setaceus,cat,FALSE
Anoectuchilus setaceus,dog,FALSE
Anoectuchilus setaceus,horse,TRUE
Brunfelsia species,cat,TRUE
Brunfelsia species,dog,TRUE
Brunfelsia species,horse,TRUE
Hypericum perforatum,cat,TRUE
Hypericum perforatum,dog,TRUE
Hypericum perforatum,horse,TRUE
Smilax glabra,cat,FALSE
Smilax glabra,dog,FALSE
Smilax glabra,horse,FALSE
Adenium obesum,cat,TRUE
Adenium obesum,dog,TRUE
Adenium obesum,horse,TRUE
Asparagus densiflorus cv sprengeri,cat,TRUE
Asparagus densiflorus cv sprengeri,dog,TRUE
Asparagus densiflorus cv sprengeri,horse,TRUE
Episcia dianthiflora,cat,FALSE
Episcia dianthiflora,dog,FALSE
Episcia dianthiflora,horse,TRUE
Odontoglossum crispum,cat,FALSE
Odontoglossum crispum,dog,FALSE
Odontoglossum crispum,horse,TRUE
Philodendron selloum,cat,TRUE
Philodendron selloum,dog,TRUE
Philodendron selloum,horse,TRUE
Fuchsia,cat,FALSE
Fuchsia,dog,FALSE
Fuchsia,horse,TRUE
Episcia reptans,cat,FALSE
Episcia reptans,dog,FALSE
Episcia reptans,horse,TRUE
Rhapis flabelliformus,cat,FALSE
Rhapis flabelliformus,dog,FALSE
Rhapis flabelliformus,horse,TRUE
Impatiens spp.,cat,FALSE
Impatiens spp.,dog,FALSE
Impatiens spp.,horse,TRUE
Brunfelsia species,cat,TRUE
Brunfelsia species,dog,TRUE
Brunfelsia species,horse,TRUE
Lagerstroemia indica,cat,FALSE
Lagerstroemia indica,dog,FALSE
Lagerstroemia indica,horse,FALSE
Kalmia augustifolia,cat,TRUE
Kalmia augustifolia,dog,TRUE
